,Stand (cm t.o.v. NAP)
2011-09-04,11.16
2011-09-05,11.200000000000001
2011-09-06,11.18
2011-09-07,11.16
2011-09-08,11.19
2011-09-09,11.18
2011-09-10,11.17
2011-09-11,11.200000000000001
2011-09-12,11.18
2011-09-13,11.18
2011-09-14,11.17
2011-09-15,11.19
2011-09-16,11.18
2011-09-17,11.200000000000001
2011-09-18,11.18
2011-09-19,11.200000000000001
2011-09-20,11.19
2011-09-21,11.18
2011-09-22,11.19
2011-09-23,11.21
2011-09-24,11.21
2011-09-25,11.17
2011-09-26,11.18
2011-09-27,11.17
2011-09-28,11.18
2011-09-29,11.17
2011-09-30,11.17
2011-10-01,11.18
2011-10-02,11.18
2011-10-03,11.19
2011-10-04,11.18
2011-10-05,11.17
2011-10-06,11.17
2011-10-07,11.17
2011-10-08,11.18
2011-10-09,11.15
2011-10-10,11.17
2011-10-11,11.19
2011-10-12,11.200000000000001
2011-10-13,11.200000000000001
2011-10-14,11.18
2011-10-15,11.21
2011-10-16,11.18
2011-10-17,11.21
2011-10-18,11.18
2011-10-19,11.18
2011-10-20,11.19
2011-10-21,11.19
2011-10-22,11.19
2011-10-23,11.14
2011-10-24,11.19
2011-10-25,11.16
2011-10-26,11.19
2011-10-27,11.17
2011-10-28,11.18
2011-10-29,11.19
2011-10-30,11.17
2011-10-31,11.18
2011-11-01,11.19
2011-11-02,11.19
2011-11-03,11.18
2011-11-04,11.16
2011-11-05,11.15
2011-11-06,11.19
2011-11-07,11.16
2011-11-08,11.17
2011-11-09,11.17
2011-11-10,11.19
2011-11-11,11.16
2011-11-12,11.17
2011-11-13,11.18
2011-11-14,11.18
2011-11-15,11.19
2011-11-16,11.19
2011-11-17,11.16
2011-11-18,11.19
2011-11-19,11.16
2011-11-20,11.19
2011-11-21,11.16
2011-11-22,11.18
2011-11-23,11.17
2011-11-24,11.17
2011-11-25,11.17
2011-11-26,11.17
2011-11-27,11.18
2011-11-28,11.14
2011-11-29,11.17
2011-11-30,11.15
2011-12-01,11.16
2011-12-02,11.17
2011-12-03,11.18
2011-12-04,11.17
2011-12-05,11.19
2011-12-06,11.26
2011-12-07,11.290000000000001
2011-12-08,11.31
2011-12-09,11.3
2011-12-10,11.34
2011-12-11,11.35
2011-12-12,11.33
2011-12-13,11.31
2011-12-14,11.39
2011-12-15,11.51
2011-12-16,11.68
2011-12-17,11.86
2011-12-18,12.25
2011-12-19,12.64
2011-12-20,12.73
2011-12-21,12.5
2011-12-22,12.36
2011-12-23,12.33
2011-12-24,12.31
2011-12-25,12.33
2011-12-26,12.36
2011-12-27,12.200000000000001
2011-12-28,12.01
2011-12-29,11.870000000000001
2011-12-30,11.790000000000001
2011-12-31,11.790000000000001
2012-01-01,11.86
2012-01-02,11.99
2012-01-03,12.200000000000001
2012-01-04,12.450000000000001
2012-01-05,12.71
2012-01-06,12.83
2012-01-07,13.540000000000001
2012-01-08,14.09
2012-01-09,14.11
2012-01-10,13.59
2012-01-11,13.290000000000001
2012-01-12,13.11
2012-01-13,12.94
2012-01-14,12.71
2012-01-15,12.52
2012-01-16,12.43
2012-01-17,12.290000000000001
2012-01-18,12.05
2012-01-19,11.89
2012-01-20,11.91
2012-01-21,12.05
2012-01-22,12.280000000000001
2012-01-23,12.49
2012-01-24,12.59
2012-01-25,12.43
2012-01-26,12.280000000000001
2012-01-27,12.200000000000001
2012-01-28,12.11
2012-01-29,12.06
2012-01-30,11.98
2012-01-31,11.93
2012-02-01,11.82
2012-02-02,11.72
2012-02-03,11.66
2012-02-04,11.59
2012-02-05,11.56
2012-02-06,11.52
2012-02-07,11.51
2012-02-08,11.47
2012-02-09,11.47
2012-02-10,11.42
2012-02-11,11.4
2012-02-12,11.4
2012-02-13,11.4
2012-02-14,11.39
2012-02-15,11.41
2012-02-16,11.450000000000001
2012-02-17,11.52
2012-02-18,11.53
2012-02-19,11.55
2012-02-20,11.620000000000001
2012-02-21,11.6
2012-02-22,11.540000000000001
2012-02-23,11.5
2012-02-24,11.47
2012-02-25,11.47
2012-02-26,11.46
2012-02-27,11.46
2012-02-28,11.43
2012-02-29,11.41
2012-03-01,11.4
2012-03-02,11.39
2012-03-03,11.4
2012-03-04,11.4
2012-03-05,11.42
2012-03-06,11.4
2012-03-07,11.47
2012-03-08,11.5
2012-03-09,11.55
2012-03-10,11.55
2012-03-11,11.48
2012-03-12,11.48
2012-03-13,11.450000000000001
2012-03-14,11.41
2012-03-15,11.38
2012-03-16,11.38
2012-03-17,11.370000000000001
2012-03-18,11.370000000000001
2012-03-19,11.36
2012-03-20,11.33
2012-03-21,11.32
2012-03-22,11.32
2012-03-23,11.3
2012-03-24,11.290000000000001
2012-03-25,11.290000000000001
2012-03-26,11.31
2012-03-27,11.290000000000001
2012-03-28,11.28
2012-03-29,11.27
2012-03-30,11.28
2012-03-31,11.27
2012-04-01,11.290000000000001
2012-04-02,11.290000000000001
2012-04-03,11.28
2012-04-04,11.25
2012-04-05,11.26
2012-04-06,11.26
2012-04-07,11.26
2012-04-08,11.290000000000001
2012-04-09,11.290000000000001
2012-04-10,11.26
2012-04-11,11.32
2012-04-12,11.31
2012-04-13,11.290000000000001
2012-04-14,11.28
2012-04-15,11.31
2012-04-16,11.27
2012-04-17,11.26
2012-04-18,11.27
2012-04-19,11.25
2012-04-20,11.27
2012-04-21,11.25
2012-04-22,11.290000000000001
2012-04-23,11.32
2012-04-24,11.290000000000001
2012-04-25,11.32
2012-04-26,11.370000000000001
2012-04-27,11.4
2012-04-28,11.47
2012-04-29,11.51
2012-04-30,11.51
2012-05-01,11.44
2012-05-02,11.43
2012-05-03,11.46
2012-05-04,11.42
2012-05-05,11.41
2012-05-06,11.51
2012-05-07,11.63
2012-05-08,11.69
2012-05-09,11.63
2012-05-10,11.540000000000001
2012-05-11,11.48
2012-05-12,11.46
2012-05-13,11.41
2012-05-14,11.39
2012-05-15,11.35
2012-05-16,11.33
2012-05-17,11.32
2012-05-18,11.33
2012-05-19,11.31
2012-05-20,11.33
2012-05-21,11.32
2012-05-22,11.290000000000001
2012-05-23,11.28
2012-05-24,11.27
2012-05-25,11.28
2012-05-26,11.27
2012-05-27,11.28
2012-05-28,11.290000000000001
2012-05-29,11.27
2012-05-30,11.26
2012-05-31,11.24
2012-06-01,11.23
2012-06-02,11.25
2012-06-03,11.23
2012-06-04,11.26
2012-06-05,11.26
2012-06-06,11.26
2012-06-07,11.28
2012-06-08,11.26
2012-06-09,11.24
2012-06-10,11.24
2012-06-11,11.24
2012-06-12,11.24
2012-06-13,11.27
2012-06-14,11.290000000000001
2012-06-15,11.27
2012-06-16,11.32
2012-06-17,11.3
2012-06-18,11.28
2012-06-19,11.31
2012-06-20,11.3
2012-06-21,11.27
2012-06-22,11.31
2012-06-23,11.31
2012-06-24,11.290000000000001
2012-06-25,11.32
2012-06-26,11.3
2012-06-27,11.290000000000001
2012-06-28,11.290000000000001
2012-06-29,11.25
2012-06-30,11.28
2012-07-01,11.290000000000001
2012-07-02,11.24
2012-07-03,11.23
2012-07-04,11.22
2012-07-05,11.23
2012-07-06,11.25
2012-07-07,11.23
2012-07-08,11.22
2012-07-09,11.28
2012-07-10,11.25
2012-07-11,11.25
2012-07-12,11.25
2012-07-13,11.24
2012-07-14,11.28
2012-07-15,11.370000000000001
2012-07-16,11.620000000000001
2012-07-17,11.73
2012-07-18,11.64
2012-07-19,11.51
2012-07-20,11.44
2012-07-21,11.4
2012-07-22,11.34
2012-07-23,11.32
2012-07-24,11.290000000000001
2012-07-25,11.27
2012-07-26,11.26
2012-07-27,11.23
2012-07-28,11.26
2012-07-29,11.31
2012-07-30,11.35
2012-07-31,11.33
2012-08-01,11.3
2012-08-02,11.25
2012-08-03,11.25
2012-08-04,11.24
2012-08-05,11.200000000000001
2012-08-06,11.23
2012-08-07,11.22
2012-08-08,11.21
2012-08-09,11.23
2012-08-10,11.200000000000001
2012-08-11,11.19
2012-08-12,11.22
2012-08-13,11.21
2012-08-14,11.19
2012-08-15,11.21
2012-08-16,11.21
2012-08-17,11.19
2012-08-18,11.19
2012-08-19,11.200000000000001
2012-08-20,11.17
2012-08-21,11.17
2012-08-22,11.19
2012-08-23,11.16
2012-08-24,11.17
2012-08-25,11.18
2012-08-26,11.19
2012-08-27,11.21
2012-08-28,11.17
2012-08-29,11.19
2012-08-30,11.17
2012-08-31,11.16
2012-09-01,11.16
2012-09-02,11.17
2012-09-03,11.17
2012-09-04,11.18
2012-09-05,11.16
2012-09-06,11.16
2012-09-07,11.17
2012-09-08,11.17
2012-09-09,11.19
2012-09-10,11.18
2012-09-11,11.15
2012-09-12,11.16
2012-09-13,11.15
2012-09-14,11.17
2012-09-15,11.17
2012-09-16,11.21
2012-09-17,11.24
2012-09-18,11.18
2012-09-19,11.17
2012-09-20,11.18
2012-09-21,11.17
2012-09-22,11.15
2012-09-23,11.17
2012-09-24,11.18
2012-09-25,11.18
2012-09-26,11.16
2012-09-27,11.18
2012-09-28,11.21
2012-09-29,11.18
2012-09-30,11.200000000000001
2012-10-01,11.17
2012-10-02,11.16
2012-10-03,11.17
2012-10-04,11.18
2012-10-05,11.25
2012-10-06,11.26
2012-10-07,11.23
2012-10-08,11.28
2012-10-09,11.26
2012-10-10,11.22
2012-10-11,11.22
2012-10-12,11.18
2012-10-13,11.25
2012-10-14,11.24
2012-10-15,11.290000000000001
2012-10-16,11.31
2012-10-17,11.34
2012-10-18,11.34
2012-10-19,11.34
2012-10-20,11.290000000000001
2012-10-21,11.26
2012-10-22,11.26
2012-10-23,11.22
2012-10-24,11.22
2012-10-25,11.23
2012-10-26,11.21
2012-10-27,11.21
2012-10-28,11.19
2012-10-29,11.23
2012-10-30,11.19
2012-10-31,11.22
2012-11-01,11.22
2012-11-02,11.22
2012-11-03,11.24
2012-11-04,11.22
2012-11-05,11.34
2012-11-06,11.36
2012-11-07,11.31
2012-11-08,11.35
2012-11-09,11.34
2012-11-10,11.33
2012-11-11,11.290000000000001
2012-11-12,11.31
2012-11-13,11.3
2012-11-14,11.26
2012-11-15,11.25
2012-11-16,11.26
2012-11-17,11.25
2012-11-18,11.22
2012-11-19,11.24
2012-11-20,11.24
2012-11-21,11.22
2012-11-22,11.21
2012-11-23,11.200000000000001
2012-11-24,11.22
2012-11-25,11.27
2012-11-26,11.27
2012-11-27,11.22
2012-11-28,11.23
2012-11-29,11.22
2012-11-30,11.23
2012-12-01,11.22
2012-12-02,11.21
2012-12-03,11.23
2012-12-04,11.24
2012-12-05,11.24
2012-12-06,11.32
2012-12-07,11.31
2012-12-08,11.31
2012-12-09,11.32
2012-12-10,11.33
2012-12-11,11.42
2012-12-12,11.47
2012-12-13,11.44
2012-12-14,11.4
2012-12-15,11.4
2012-12-16,11.52
2012-12-17,11.78
2012-12-18,11.94
2012-12-19,12.040000000000001
2012-12-20,12.040000000000001
2012-12-21,11.99
2012-12-22,12.030000000000001
2012-12-23,12.120000000000001
2012-12-24,12.34
2012-12-25,12.74
2012-12-26,12.99
2012-12-27,13.01
2012-12-28,13.01
2012-12-29,13.24
2012-12-30,13.47
2012-12-31,13.39
2013-01-01,13.23
2013-01-02,13.06
2013-01-03,12.96
2013-01-04,12.85
2013-01-05,12.64
2013-01-06,12.5
2013-01-07,12.32
2013-01-08,12.18
2013-01-09,12.030000000000001
2013-01-10,11.950000000000001
2013-01-11,11.85
2013-01-12,11.75
2013-01-13,11.69
2013-01-14,11.66
2013-01-15,11.61
2013-01-16,11.57
2013-01-17,11.540000000000001
2013-01-18,11.540000000000001
2013-01-19,11.49
2013-01-20,11.5
2013-01-21,11.46
2013-01-22,11.46
2013-01-23,11.43
2013-01-24,11.41
2013-01-25,11.4
2013-01-26,11.42
2013-01-27,11.41
2013-01-28,11.4
2013-01-29,11.43
2013-01-30,11.58
2013-01-31,11.98
2013-02-01,12.36
2013-02-02,12.58
2013-02-03,12.71
2013-02-04,12.790000000000001
2013-02-05,12.69
2013-02-06,12.6
2013-02-07,12.63
2013-02-08,12.6
2013-02-09,12.59
2013-02-10,12.58
2013-02-11,12.48
2013-02-12,12.32
2013-02-13,12.17
2013-02-14,12.08
2013-02-15,11.950000000000001
2013-02-16,11.870000000000001
2013-02-17,11.81
2013-02-18,11.76
2013-02-19,11.73
2013-02-20,11.68
2013-02-21,11.65
2013-02-22,11.620000000000001
2013-02-23,11.59
2013-02-24,11.57
2013-02-25,11.55
2013-02-26,11.53
2013-02-27,11.53
2013-02-28,11.52
2013-03-01,11.49
2013-03-02,11.48
2013-03-03,11.48
2013-03-04,11.47
2013-03-05,11.44
2013-03-06,11.43
2013-03-07,11.42
2013-03-08,11.43
2013-03-09,11.450000000000001
2013-03-10,11.43
2013-03-11,11.49
2013-03-12,11.43
2013-03-13,11.450000000000001
2013-03-14,11.450000000000001
2013-03-15,11.43
2013-03-16,11.43
2013-03-17,11.42
2013-03-18,11.49
2013-03-19,11.53
2013-03-20,11.55
2013-03-21,11.61
2013-03-22,11.69
2013-03-23,11.700000000000001
2013-03-24,11.69
2013-03-25,11.68
2013-03-26,11.63
2013-03-27,11.56
2013-03-28,11.52
2013-03-29,11.49
2013-03-30,11.46
2013-03-31,11.44
2013-04-01,11.450000000000001
2013-04-02,11.42
2013-04-03,11.4
2013-04-04,11.370000000000001
2013-04-05,11.36
2013-04-06,11.34
2013-04-07,11.36
2013-04-08,11.36
2013-04-09,11.35
2013-04-10,11.33
2013-04-11,11.34
2013-04-12,11.34
2013-04-13,11.38
2013-04-14,11.4
2013-04-15,11.41
2013-04-16,11.42
2013-04-17,11.38
2013-04-18,11.39
2013-04-19,11.38
2013-04-20,11.35
2013-04-21,11.35
2013-04-22,11.32
2013-04-23,11.32
2013-04-24,11.32
2013-04-25,11.31
2013-04-26,11.32
2013-04-27,11.28
2013-04-28,11.31
2013-04-29,11.28
2013-04-30,11.28
2013-05-01,11.27
2013-05-02,11.290000000000001
2013-05-03,11.28
2013-05-04,11.31
2013-05-05,11.290000000000001
2013-05-06,11.31
2013-05-07,11.290000000000001
2013-05-08,11.32
2013-05-09,11.32
2013-05-10,11.36
2013-05-11,11.32
2013-05-12,11.33
2013-05-13,11.35
2013-05-14,11.370000000000001
2013-05-15,11.34
2013-05-16,11.34
2013-05-17,11.32
2013-05-18,11.34
2013-05-19,11.36
2013-05-20,11.38
2013-05-21,11.41
2013-05-22,11.52
2013-05-23,11.56
2013-05-24,11.73
2013-05-25,11.71
2013-05-26,11.65
2013-05-27,11.61
2013-05-28,11.57
2013-05-29,11.52
2013-05-30,11.52
2013-05-31,11.59
2013-06-01,11.64
2013-06-02,11.6
2013-06-03,11.61
2013-06-04,11.53
2013-06-05,11.48
2013-06-06,11.450000000000001
2013-06-07,11.42
2013-06-08,11.39
2013-06-09,11.4
2013-06-10,11.370000000000001
2013-06-11,11.35
2013-06-12,11.33
2013-06-13,11.32
2013-06-14,11.33
2013-06-15,11.32
2013-06-16,11.34
2013-06-17,11.32
2013-06-18,11.32
2013-06-19,11.32
2013-06-20,11.32
2013-06-21,11.35
2013-06-22,11.41
2013-06-23,11.43
2013-06-24,11.43
2013-06-25,11.41
2013-06-26,11.38
2013-06-27,11.370000000000001
2013-06-28,11.35
2013-06-29,11.35
2013-06-30,11.34
2013-07-01,11.34
2013-07-02,11.33
2013-07-03,11.3
2013-07-04,11.33
2013-07-05,11.32
2013-07-06,11.3
2013-07-07,11.32
2013-07-08,11.3
2013-07-09,11.290000000000001
2013-07-10,11.28
2013-07-11,11.27
2013-07-12,11.25
2013-07-13,11.26
2013-07-14,11.25
2013-07-15,11.24
2013-07-16,11.24
2013-07-17,11.23
2013-07-18,11.23
2013-07-19,11.27
2013-07-20,11.25
2013-07-21,11.25
2013-07-22,11.24
2013-07-23,11.24
2013-07-24,11.26
2013-07-25,11.23
2013-07-26,11.24
2013-07-27,11.23
2013-07-28,11.290000000000001
2013-07-29,11.25
2013-07-30,11.24
2013-07-31,11.24
2013-08-01,11.26
2013-08-02,11.26
2013-08-03,11.25
2013-08-04,11.22
2013-08-05,11.25
2013-08-06,11.24
2013-08-07,11.25
2013-08-08,11.24
2013-08-09,11.24
2013-08-10,11.22
2013-08-11,11.27
2013-08-12,11.23
2013-08-13,11.22
2013-08-14,11.23
2013-08-15,11.23
2013-08-16,11.23
2013-08-17,11.22
2013-08-18,11.25
2013-08-19,11.27
2013-08-20,11.22
2013-08-21,11.23
2013-08-22,11.21
2013-08-23,11.21
2013-08-24,11.200000000000001
2013-08-25,11.24
2013-08-26,11.22
2013-08-27,11.200000000000001
2013-08-28,11.21
2013-08-29,11.200000000000001
2013-08-30,11.19
2013-08-31,11.200000000000001
2013-09-01,11.22
2013-09-02,11.18
2013-09-03,11.19
2013-09-04,11.19
2013-09-05,11.18
2013-09-06,11.18
2013-09-07,11.18
2013-09-08,11.23
2013-09-09,11.200000000000001
2013-09-10,11.21
2013-09-12,11.24
2013-09-13,11.23
2013-09-14,11.22
2013-09-15,11.22
2013-09-16,11.25
2013-09-17,11.22
2013-09-18,11.25
2013-09-19,11.26
2013-09-20,11.27
2013-09-21,11.23
2013-09-22,11.23
2013-09-23,11.22
2013-09-24,11.23
2013-09-25,11.22
2013-09-26,11.22
2013-09-27,11.21
2013-09-28,11.21
2013-09-29,11.23
2013-09-30,11.21
2013-10-01,11.200000000000001
2013-10-02,11.21
2013-10-03,11.200000000000001
2013-10-04,11.19
2013-10-05,11.200000000000001
2013-10-06,11.19
2013-10-07,11.22
2013-10-08,11.19
2013-10-09,11.200000000000001
2013-10-10,11.25
2013-10-11,11.21
2013-10-12,11.23
2013-10-13,11.24
2013-10-14,11.22
2013-10-15,11.19
2013-10-16,11.23
2013-10-17,11.200000000000001
2013-10-18,11.22
2013-10-19,11.22
2013-10-20,11.22
2013-10-21,11.23
2013-10-22,11.24
2013-10-23,11.24
2013-10-24,11.25
2013-10-25,11.25
2013-10-26,11.290000000000001
2013-10-27,11.31
2013-10-28,11.28
2013-10-29,11.32
2013-10-30,11.34
2013-10-31,11.33
2013-11-01,11.33
2013-11-02,11.32
2013-11-03,11.36
2013-11-04,11.48
2013-11-05,11.620000000000001
2013-11-06,11.75
2013-11-07,11.82
2013-11-08,11.97
2013-11-09,12.16
2013-11-10,12.43
2013-11-11,12.5
2013-11-12,12.43
2013-11-13,12.21
2013-11-14,12.06
2013-11-15,11.94
2013-11-16,11.91
2013-11-17,11.86
2013-11-18,11.83
2013-11-19,11.790000000000001
2013-11-20,11.74
2013-11-21,11.700000000000001
2013-11-22,11.68
2013-11-23,11.59
2013-11-24,11.55
2013-11-25,11.53
2013-11-26,11.49
2013-11-27,11.46
2013-11-28,11.44
2013-11-29,11.43
2013-11-30,11.43
2013-12-01,11.42
2013-12-02,11.42
2013-12-03,11.38
2013-12-04,11.35
2013-12-05,11.35
2013-12-06,11.370000000000001
2013-12-07,11.34
2013-12-08,11.35
2013-12-09,11.34
2013-12-10,11.33
2013-12-11,11.31
2013-12-12,11.32
2013-12-13,11.32
2013-12-14,11.290000000000001
2013-12-15,11.3
2013-12-16,11.290000000000001
2013-12-17,11.28
2013-12-18,11.26
2013-12-19,11.27
2013-12-20,11.290000000000001
2013-12-21,11.290000000000001
2013-12-22,11.3
2013-12-23,11.34
2013-12-24,11.370000000000001
2013-12-25,11.44
2013-12-26,11.85
2013-12-27,12.4
2013-12-28,12.61
2013-12-29,12.46
2013-12-30,12.450000000000001
2013-12-31,12.36
2014-01-01,12.21
2014-01-02,12.1
2014-01-03,11.96
2014-01-04,11.98
2014-01-05,11.94
2014-01-06,11.94
2014-01-07,11.9
2014-01-08,11.88
2014-01-09,11.94
2014-01-10,11.99
2014-01-11,11.96
2014-01-12,11.89
2014-01-13,11.85
2014-01-14,11.77
2014-01-15,11.68
2014-01-16,11.66
2014-01-17,11.64
2014-01-18,11.67
2014-01-19,11.71
2014-01-20,11.67
2014-01-21,11.64
2014-01-22,11.76
2014-01-23,11.73
2014-01-24,11.67
2014-01-25,11.65
2014-01-26,11.66
2014-01-27,11.68
2014-01-28,11.76
2014-01-29,11.8
2014-01-30,11.83
2014-01-31,11.77
2014-02-01,11.700000000000001
2014-02-02,11.73
2014-02-03,11.8
2014-02-04,11.74
2014-02-05,11.700000000000001
2014-02-06,11.64
2014-02-07,11.63
2014-02-08,11.620000000000001
2014-02-09,11.65
2014-02-10,11.77
2014-02-11,11.81
2014-02-12,11.77
2014-02-13,11.75
2014-02-14,11.76
2014-02-15,11.86
2014-02-16,11.92
2014-02-17,11.950000000000001
2014-02-18,11.870000000000001
2014-02-19,11.790000000000001
2014-02-20,11.74
2014-02-21,11.68
2014-02-22,11.68
2014-02-23,11.72
2014-02-24,11.67
2014-02-25,11.66
2014-02-26,11.620000000000001
2014-02-27,11.59
2014-02-28,11.58
2014-03-01,11.56
2014-03-02,11.57
2014-03-03,11.6
2014-03-04,11.56
2014-03-05,11.57
2014-03-06,11.55
2014-03-07,11.51
2014-03-08,11.49
2014-03-09,11.46
2014-03-10,11.43
2014-03-11,11.43
2014-03-12,11.42
2014-03-13,11.4
2014-03-14,11.39
2014-03-15,11.370000000000001
2014-03-16,11.370000000000001
2014-03-17,11.370000000000001
2014-03-18,11.35
2014-03-19,11.34
2014-03-20,11.33
2014-03-21,11.36
2014-03-22,11.32
2014-03-23,11.33
2014-03-24,11.33
2014-03-25,11.33
2014-03-26,11.33
2014-03-27,11.32
2014-03-28,11.33
2014-03-29,11.31
2014-03-30,11.32
2014-03-31,11.33
2014-04-01,11.28
2014-04-02,11.3
2014-04-03,11.290000000000001
2014-04-04,11.290000000000001
2014-04-05,11.3
2014-04-06,11.28
2014-04-07,11.28
2014-04-08,11.28
2014-04-09,11.27
2014-04-10,11.28
2014-04-11,11.290000000000001
2014-04-12,11.27
2014-04-13,11.290000000000001
2014-04-14,11.290000000000001
2014-04-15,11.26
2014-04-16,11.26
2014-04-17,11.25
2014-04-18,11.27
2014-04-19,11.26
2014-04-20,11.3
2014-04-21,11.25
2014-04-22,11.26
2014-04-23,11.26
2014-04-24,11.25
2014-04-25,11.25
2014-04-26,11.26
2014-04-27,11.25
2014-04-28,11.28
2014-04-29,11.25
2014-04-30,11.26
2014-05-01,11.25
2014-05-02,11.26
2014-05-03,11.24
2014-05-04,11.22
2014-05-05,11.25
2014-05-06,11.22
2014-05-07,11.26
2014-05-08,11.290000000000001
2014-05-09,11.28
2014-05-10,11.26
2014-05-11,11.25
2014-05-12,11.290000000000001
2014-05-13,11.28
2014-05-14,11.290000000000001
2014-05-15,11.28
2014-05-16,11.26
2014-05-17,11.24
2014-05-18,11.25
2014-05-19,11.26
2014-05-20,11.25
2014-05-21,11.25
2014-05-22,11.26
2014-05-23,11.25
2014-05-24,11.23
2014-05-25,11.26
2014-05-26,11.24
2014-05-27,11.25
2014-05-28,11.25
2014-05-29,11.24
2014-05-30,11.23
2014-05-31,11.23
2014-06-01,11.25
2014-06-02,11.24
2014-06-03,11.24
2014-06-04,11.23
2014-06-05,11.23
2014-06-06,11.23
2014-06-07,11.23
2014-06-08,11.21
2014-06-09,11.25
2014-06-10,11.26
2014-06-11,11.290000000000001
2014-06-12,11.27
2014-06-13,11.26
2014-06-14,11.26
2014-06-15,11.23
2014-06-16,11.25
2014-06-17,11.22
2014-06-18,11.28
2014-06-19,11.23
2014-06-20,11.22
2014-06-21,11.23
2014-06-22,11.23
2014-06-23,11.22
2014-06-24,11.23
2014-06-25,11.23
2014-06-26,11.22
2014-06-27,11.22
2014-06-28,11.23
2014-06-29,11.22
2014-06-30,11.22
2014-07-01,11.27
2014-07-02,11.290000000000001
2014-07-03,11.3
2014-07-04,11.290000000000001
2014-07-05,11.27
2014-07-06,11.3
2014-07-07,11.3
2014-07-08,11.32
2014-07-09,11.36
2014-07-10,11.48
2014-07-11,11.700000000000001
2014-07-12,11.64
2014-07-13,11.51
2014-07-14,11.450000000000001
2014-07-15,11.44
2014-07-16,11.41
2014-07-17,11.38
2014-07-18,11.36
2014-07-19,11.35
2014-07-20,11.34
2014-07-21,11.370000000000001
2014-07-22,11.34
2014-07-23,11.34
2014-07-24,11.33
2014-07-25,11.34
2014-07-26,11.32
2014-07-27,11.32
2014-07-28,11.34
2014-07-29,11.32
2014-07-30,11.370000000000001
2014-07-31,11.34
2014-08-01,11.33
2014-08-02,11.33
2014-08-03,11.31
2014-08-04,11.34
2014-08-05,11.33
2014-08-06,11.33
2014-08-07,11.34
2014-08-08,11.33
2014-08-09,11.370000000000001
2014-08-10,11.34
2014-08-11,11.34
2014-08-12,11.32
2014-08-13,11.35
2014-08-14,11.35
2014-08-15,11.34
2014-08-16,11.35
2014-08-17,11.370000000000001
2014-08-18,11.35
2014-08-19,11.34
2014-08-20,11.35
2014-08-21,11.33
2014-08-22,11.3
2014-08-23,11.33
2014-08-24,11.32
2014-08-25,11.31
2014-08-26,11.35
2014-08-27,11.47
2014-08-28,11.59
2014-08-29,11.48
2014-08-30,11.43
2014-08-31,11.41
2014-09-01,11.41
2014-09-02,11.4
2014-09-03,11.38
2014-09-04,11.35
2014-09-05,11.35
2014-09-06,11.34
2014-09-07,11.33
2014-09-08,11.34
2014-09-09,11.32
2014-09-10,11.32
2014-09-11,11.33
2014-09-12,11.32
2014-09-13,11.32
2014-09-14,11.33
2014-09-15,11.31
2014-09-16,10.99
2014-09-17,11.32
2014-09-18,11.33
2014-09-19,11.31
2014-09-20,11.31
2014-09-21,11.38
2014-09-22,11.46
2014-09-23,11.370000000000001
2014-09-24,11.35
2014-09-25,11.33
2014-09-26,11.34
2014-09-27,11.32
2014-09-28,11.31
2014-09-29,11.33
2014-09-30,11.31
2014-10-01,11.33
2014-10-02,11.31
2014-10-03,11.31
2014-10-04,11.290000000000001
2014-10-05,11.31
2014-10-06,11.3
2014-10-07,11.3
2014-10-08,11.32
2014-10-09,11.33
2014-10-10,11.42
2014-10-11,11.4
2014-10-12,11.41
2014-10-13,11.370000000000001
2014-10-14,11.33
2014-10-15,11.34
2014-10-16,11.32
2014-10-17,11.34
2014-10-18,11.36
2014-10-19,11.36
2014-10-20,11.370000000000001
2014-10-21,11.370000000000001
2014-10-22,11.36
2014-10-23,11.370000000000001
2014-10-24,11.34
2014-10-25,11.33
2014-10-26,11.35
2014-10-27,11.370000000000001
2014-10-28,11.33
2014-10-29,11.33
2014-10-30,11.33
2014-10-31,11.32
2014-11-01,11.31
2014-11-02,11.35
2014-11-03,11.32
2014-11-04,11.32
2014-11-05,11.36
2014-11-06,11.4
2014-11-07,11.39
2014-11-08,11.370000000000001
2014-11-09,11.41
2014-11-10,11.39
2014-11-11,11.38
2014-11-12,11.38
2014-11-13,11.38
2014-11-14,11.39
2014-11-15,11.39
2014-11-16,11.41
2014-11-17,11.42
2014-11-18,11.41
2014-11-19,11.38
2014-11-20,11.38
2014-11-21,11.38
2014-11-22,11.35
2014-11-23,11.33
2014-11-24,11.35
2014-11-25,11.35
2014-11-26,11.33
2014-11-27,11.32
2014-11-28,11.34
2014-11-29,11.32
2014-11-30,11.32
2014-12-01,11.34
2014-12-02,11.33
2014-12-03,11.33
2014-12-04,11.32
2014-12-05,11.31
2014-12-06,11.3
2014-12-07,11.31
2014-12-08,11.32
2014-12-09,11.290000000000001
2014-12-10,11.33
2014-12-11,11.33
2014-12-12,11.36
2014-12-13,11.46
2014-12-14,11.8
2014-12-15,12.18
2014-12-16,12.280000000000001
2014-12-17,12.11
2014-12-18,11.94
2014-12-19,11.92
2014-12-20,12.02
2014-12-21,12.3
2014-12-22,12.4
2014-12-23,12.22
2014-12-24,12.07
2014-12-25,11.950000000000001
2014-12-26,11.94
2014-12-27,11.96
2014-12-28,11.96
2014-12-29,12.07
2014-12-30,12.0
2014-12-31,11.91
