,Stand (cm t.o.v. NAP)
2008-05-10,18.330000000000002
2008-05-11,18.31
2008-05-12,18.3
2008-05-13,18.28
2008-05-14,18.27
2008-05-15,18.26
2008-05-16,18.28
2008-05-17,18.36
2008-05-18,18.45
2008-05-19,18.43
2008-05-20,18.400000000000002
2008-05-21,18.37
2008-05-22,18.34
2008-05-23,18.31
2008-05-24,18.29
2008-05-25,18.28
2008-05-26,18.27
2008-05-27,18.25
2008-05-28,18.240000000000002
2008-05-29,18.240000000000002
2008-05-30,18.240000000000002
2008-05-31,18.22
2008-06-01,18.22
2008-06-02,18.2
2008-06-03,18.55
2008-06-04,18.59
2008-06-05,18.57
2008-06-06,18.52
2008-06-07,18.53
2008-06-08,18.490000000000002
2008-06-09,18.44
2008-06-10,18.400000000000002
2008-06-11,18.38
2008-06-12,18.38
2008-06-13,18.45
2008-06-14,18.46
2008-06-15,18.45
2008-06-16,18.400000000000002
2008-06-17,18.36
2008-06-18,18.330000000000002
2008-06-19,18.32
2008-06-20,18.3
2008-06-21,18.27
2008-06-22,18.26
2008-06-23,18.22
2008-06-24,18.21
2008-06-25,18.2
2008-06-26,18.17
2008-06-27,18.150000000000002
2008-06-28,18.150000000000002
2008-06-29,18.13
2008-06-30,18.12
2008-07-01,18.1
2008-07-02,18.080000000000002
2008-07-03,18.080000000000002
2008-07-04,18.080000000000002
2008-07-05,18.06
2008-07-06,18.05
2008-07-07,18.05
2008-07-08,18.03
2008-07-09,18.02
2008-07-10,18.02
2008-07-11,18.06
2008-07-12,18.080000000000002
2008-07-13,18.07
2008-07-14,18.04
2008-07-15,18.03
2008-07-16,18.04
2008-07-17,18.03
2008-07-18,18.03
2008-07-19,18.02
2008-07-20,18.01
2008-07-21,18.0
2008-07-22,18.0
2008-07-23,17.990000000000002
2008-07-24,17.990000000000002
2008-07-25,17.98
2008-07-26,17.96
2008-07-27,18.16
2008-07-28,18.2
2008-07-29,18.19
2008-07-30,18.18
2008-07-31,18.150000000000002
2008-08-01,18.12
2008-08-02,18.09
2008-08-03,18.080000000000002
2008-08-04,18.11
2008-08-05,18.13
2008-08-06,18.11
2008-08-07,18.11
2008-08-08,18.1
2008-08-09,18.080000000000002
2008-08-10,18.080000000000002
2008-08-11,18.07
2008-08-12,18.080000000000002
2008-08-13,18.04
2008-08-14,18.02
2008-08-15,18.01
2008-08-16,18.0
2008-08-17,17.990000000000002
2008-08-18,17.98
2008-08-19,17.98
2008-08-20,17.97
2008-08-21,17.95
2008-08-22,17.95
2008-08-23,17.96
2008-08-24,17.95
2008-08-25,17.95
2008-08-26,17.94
2008-08-27,17.94
2008-08-28,17.94
2008-08-29,17.93
2008-08-30,17.92
2008-08-31,17.91
2008-09-01,17.900000000000002
2008-09-02,17.900000000000002
2008-09-03,17.89
2008-09-04,17.89
2008-09-05,17.87
2008-09-06,17.87
2008-09-07,17.86
2008-09-08,17.85
2008-09-09,17.84
2008-09-10,17.830000000000002
2008-09-11,17.830000000000002
2008-09-12,17.81
2008-09-13,17.830000000000002
2008-09-14,17.830000000000002
2008-09-15,17.830000000000002
2008-09-16,17.830000000000002
2008-09-17,17.830000000000002
2008-09-18,17.82
2008-09-19,17.81
2008-09-20,17.81
2008-09-21,17.81
2008-09-22,17.8
2008-09-23,17.8
2008-09-24,17.79
2008-09-25,17.79
2008-09-26,17.78
2008-09-27,17.78
2008-09-28,17.78
2008-09-29,17.79
2008-09-30,17.8
2008-10-01,17.81
2008-10-02,17.79
2008-10-03,17.78
2008-10-04,17.77
2008-10-05,17.78
2008-10-06,17.77
2008-10-07,17.79
2008-10-08,17.78
2008-10-09,17.78
